filename,word
data/Facebook newsroom/Hard Questions.txt,continuing
"data/Facebook newsroom/With 360 Degree Photos and HD Quality Video, Messenger Gets Even More Visual.txt",continuing
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,continuous
data/Facebook newsroom/Fact Check Your Call and SMS History.txt,continuous
data/Facebook newsroom/Fact Check Your Call and SMS History.txt,continuously
data/Facebook newsroom/Fact Check Your Call and SMS History.txt,continuously
data/Facebook newsroom/Fact Check Your Call and SMS History.txt,continuously
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,contrary
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,contributed
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,contributed
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,contributing
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,contributions
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,contributions
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,control
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,control
data/Facebook newsroom/Fact Check Your Call and SMS History.txt,control
data/Facebook newsroom/Hard Questions.txt,control
data/Facebook newsroom/Hard Questions.txt,control
data/Facebook newsroom/Hard Questions.txt,control
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,control
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,control
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,control
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,control
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,control
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",control
data/Facebook newsroom/You’re in Charge.txt,control
data/Facebook newsroom/You’re in Charge.txt,control
data/Facebook newsroom/Authenticity Matters.txt,controlled
data/Facebook newsroom/Authenticity Matters.txt,controlled
data/Facebook newsroom/Hard Questions.txt,controlled
data/Facebook newsroom/Hard Questions.txt,controlled
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,controls
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,controls
data/Facebook newsroom/Hard Questions.txt,controls
data/Facebook newsroom/Hard Questions.txt,controls
data/Facebook newsroom/Hard Questions.txt,controls
data/Facebook newsroom/Hard Questions.txt,controls
data/Facebook newsroom/Hard Questions.txt,controls
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,controls
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,controls
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,convener
data/Facebook newsroom/Global Safety Summit.txt,convenes
data/Facebook newsroom/Hard Questions Live from Facebook’s Global Safety Summit.txt,convenes
data/Facebook newsroom/Authenticity Matters.txt,conversation
data/Facebook newsroom/Global Safety Summit.txt,conversation
data/Facebook newsroom/Hard Questions.txt,conversation
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,conversation
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,conversation
data/Facebook newsroom/You’re in Charge.txt,conversation
data/Facebook newsroom/You’re in Charge.txt,conversation
data/Facebook newsroom/You’re in Charge.txt,conversation
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,conversations
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,conversations
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,conversations
"data/Facebook newsroom/With 360 Degree Photos and HD Quality Video, Messenger Gets Even More Visual.txt",conversations
data/Facebook newsroom/You’re in Charge.txt,conversations
"data/Facebook newsroom/With 360 Degree Photos and HD Quality Video, Messenger Gets Even More Visual.txt",convert
data/Facebook newsroom/Hard Questions.txt,convince
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,coordinate
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,copy
data/Facebook newsroom/Global Safety Summit.txt,cordua
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,core
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,core
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,core
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,core
data/Facebook newsroom/Hard Questions.txt,corner
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,corner
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,corner
data/Facebook newsroom/Making Ads and Pages More Transparent.txt,corner
data/Facebook newsroom/Making Ads and Pages More Transparent.txt,corner
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,corporate
data/Facebook newsroom/Hard Questions.txt,corporate
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",corporate
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,corporation
data/Facebook newsroom/Hard Questions.txt,cortez
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,cost
data/Facebook newsroom/Hard Questions.txt,couldn
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,council
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,counsel
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,counsel
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",counsel
data/Facebook newsroom/Global Safety Summit.txt,counselor
data/Facebook newsroom/Hard Questions.txt,counter
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,countered
data/Facebook newsroom/Authenticity Matters.txt,countries
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,countries
data/Facebook newsroom/Global Safety Summit.txt,countries
data/Facebook newsroom/Hard Questions Live from Facebook’s Global Safety Summit.txt,countries
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,countries
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,countries
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,countries
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,countries
data/Facebook newsroom/Hard Questions.txt,countries
data/Facebook newsroom/Hard Questions.txt,countries
data/Facebook newsroom/Hard Questions.txt,countries
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,country
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,country
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,country
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,country
data/Facebook newsroom/Hard Questions.txt,country
data/Facebook newsroom/Hard Questions.txt,country
data/Facebook newsroom/Making Ads and Pages More Transparent.txt,country
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,county
data/Facebook newsroom/Fact Check Your Call and SMS History.txt,couple
data/Facebook newsroom/Hard Questions.txt,couple
data/Facebook newsroom/Hard Questions.txt,couple
data/Facebook newsroom/Hard Questions.txt,couple
data/Facebook newsroom/Hard Questions.txt,couple
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,cover
data/Facebook newsroom/Hard Questions.txt,cover
data/Facebook newsroom/Global Safety Summit.txt,covered
"data/Facebook newsroom/With 360 Degree Photos and HD Quality Video, Messenger Gets Even More Visual.txt",coveted
data/Facebook newsroom/Hard Questions.txt,cox
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,cracking
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,cracking
data/Facebook newsroom/Hard Questions.txt,crazy
data/Facebook newsroom/Hard Questions.txt,crazy
data/Facebook newsroom/Hard Questions.txt,crazy
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,create
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,create
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,create
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,create
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,create
data/Facebook newsroom/Facebook Community Boost Partners with Houston Organizations.txt,create
data/Facebook newsroom/Hard Questions.txt,create
data/Facebook newsroom/Pursuing Forensic Audits to Investigate Cambridge Analytica Claims.txt,create
data/Facebook newsroom/You’re in Charge.txt,create
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,created
data/Facebook newsroom/You’re in Charge.txt,created
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creating
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,creation
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,creative
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",creative
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creator
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,creators
data/Facebook newsroom/Data Abuse Bounty.txt,credible
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,credible
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,credit
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,credit
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,crisis
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,crisis
data/Facebook newsroom/Hard Questions.txt,crisis
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,criteria
data/Facebook newsroom/Hard Questions.txt,criteria
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,criteria
data/Facebook newsroom/Hard Questions.txt,critics
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,cry
data/Facebook newsroom/Hard Questions.txt,cto
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,cultural
data/Facebook newsroom/Authenticity Matters.txt,culture
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,curious
data/Facebook newsroom/Hard Questions.txt,curious
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,curious
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,current
data/Facebook newsroom/Facebook Community Boost Partners with Houston Organizations.txt,curriculum
data/Facebook newsroom/Facebook Community Boost Partners with St. Louis Organizations and Announces Next 8 Cities.txt,curriculum
data/Facebook newsroom/Facebook Community Boost Partners with St. Louis Organizations and Announces Next 8 Cities.txt,curriculum
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,custom
data/Facebook newsroom/You’re in Charge.txt,custom
data/Facebook newsroom/You’re in Charge.txt,custom
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",customize
data/Facebook newsroom/You’re in Charge.txt,customize
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,customized
data/Facebook newsroom/Global Safety Summit.txt,cutting
data/Facebook newsroom/Global Safety Summit.txt,cyber
data/Facebook newsroom/Hard Questions.txt,cycled
data/Facebook newsroom/Hard Questions.txt,cycled
data/Facebook newsroom/Facebook Community Boost Partners with St. Louis Organizations and Announces Next 8 Cities.txt,dan
data/Facebook newsroom/Global Safety Summit.txt,danielle
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,data
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,data
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,data
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,data
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,data
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,data
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,data
data/Facebook newsroom/An Update on Our Plans to Restrict Data Access on Facebook.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,data
data/Facebook newsroom/Data Abuse Bounty.txt,data
data/Facebook newsroom/Data Abuse Bounty.txt,data
data/Facebook newsroom/Data Abuse Bounty.txt,data
data/Facebook newsroom/Data Abuse Bounty.txt,data
data/Facebook newsroom/Data Abuse Bounty.txt,data
data/Facebook newsroom/Data Abuse Bounty.txt,data
data/Facebook newsroom/Data Abuse Bounty.txt,data
data/Facebook newsroom/Data Abuse Bounty.txt,data
data/Facebook newsroom/Data Abuse Bounty.txt,data
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,data
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,data
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,data
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,data
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,data
data/Facebook newsroom/Fact Check Your Call and SMS History.txt,data
data/Facebook newsroom/Hard Questions Update on Cambridge Analytica.txt,data
data/Facebook newsroom/Hard Questions Update on Cambridge Analytica.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/Hard Questions.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,data
data/Facebook newsroom/Pursuing Forensic Audits to Investigate Cambridge Analytica Claims.txt,data
data/Facebook newsroom/Pursuing Forensic Audits to Investigate Cambridge Analytica Claims.txt,data
data/Facebook newsroom/Pursuing Forensic Audits to Investigate Cambridge Analytica Claims.txt,data
data/Facebook newsroom/Pursuing Forensic Audits to Investigate Cambridge Analytica Claims.txt,data
data/Facebook newsroom/Pursuing Forensic Audits to Investigate Cambridge Analytica Claims.txt,data
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,data
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,data
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,data
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,data
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,data
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,data
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,data
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",data
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,datasets
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,datasets
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,datasets
data/Facebook newsroom/Facebook Community Boost Partners with Houston Organizations.txt,date
data/Facebook newsroom/Facebook Community Boost Partners with St. Louis Organizations and Announces Next 8 Cities.txt,date
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,date
data/Facebook newsroom/Facebook Community Boost Partners with St. Louis Organizations and Announces Next 8 Cities.txt,dates
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,david
data/Facebook newsroom/Global Safety Summit.txt,david
data/Facebook newsroom/Global Safety Summit.txt,david
data/Facebook newsroom/Hard Questions.txt,david
data/Facebook newsroom/Hard Questions.txt,david
data/Facebook newsroom/Global Safety Summit.txt,davis
data/Facebook newsroom/Global Safety Summit.txt,davis
data/Facebook newsroom/Global Safety Summit.txt,davis
data/Facebook newsroom/Global Safety Summit.txt,davis
data/Facebook newsroom/Hard Questions Live from Facebook’s Global Safety Summit.txt,davis
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,day
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,day
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,day
data/Facebook newsroom/Hard Questions.txt,day
data/Facebook newsroom/Hard Questions.txt,day
data/Facebook newsroom/Hard Questions.txt,day
data/Facebook newsroom/Hard Questions.txt,day
data/Facebook newsroom/Hard Questions.txt,day
data/Facebook newsroom/Introducing Video Chat in Messenger Lite.txt,day
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,day
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,day
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,day
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,day
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,day
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,day
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,day
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,day
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,day
data/Facebook newsroom/You’re in Charge.txt,day
data/Facebook newsroom/Hard Questions.txt,days
data/Facebook newsroom/Hard Questions.txt,days
data/Facebook newsroom/It’s Time to Make Our Privacy Tools Easier to Find.txt,days
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,days
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",days
data/Facebook newsroom/Global Safety Summit.txt,dc
data/Facebook newsroom/Hard Questions Live from Facebook’s Global Safety Summit.txt,dc
data/Facebook newsroom/Global Safety Summit.txt,de
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,deal
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,deals
data/Facebook newsroom/Authenticity Matters.txt,debate
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,debate
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,debate
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,debate
data/Facebook newsroom/Hard Questions.txt,debate
data/Facebook newsroom/Hard Questions.txt,debate
data/Facebook newsroom/Hard Questions.txt,debate
data/Facebook newsroom/Making Ads and Pages More Transparent.txt,debated
data/Facebook newsroom/Hard Questions.txt,debates
data/Facebook newsroom/Hard Questions What is Facebook Doing to Protect Election Security.txt,debunk
data/Facebook newsroom/Hard Questions.txt,decade
data/Facebook newsroom/Authenticity Matters.txt,deceive
data/Facebook newsroom/Authenticity Matters.txt,deceive
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,deceive
data/Facebook newsroom/Cracking Down on Platform Abuse.txt,decide
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,decide
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",decide
data/Facebook newsroom/You’re in Charge.txt,decide
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,decides
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,decision
data/Facebook newsroom/Hard Questions.txt,decision
data/Facebook newsroom/Suspending Cambridge Analytica and SCL Group from Facebook.txt,decision
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,decisions
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,decisions
data/Facebook newsroom/Hard Questions.txt,decisions
data/Facebook newsroom/Hard Questions.txt,decisions
data/Facebook newsroom/Hard Questions.txt,decisions
"data/Facebook newsroom/We’re Making Our Terms and Data Policy Clearer, Without New Rights to Use Your Data on Facebook.txt",decisions
data/Facebook newsroom/Pursuing Forensic Audits to Investigate Cambridge Analytica Claims.txt,declined
data/Facebook newsroom/Catalyst Housing Fund Attracts New Investor.txt,dedicated
data/Facebook newsroom/Facebook Community Boost Partners with Houston Organizations.txt,dedicated
data/Facebook newsroom/Facebook Launches New Initiative to Help Scholars Assess Social Media’s Impact on Elections.txt,dedicated
data/Facebook newsroom/When Women Lead Everyone Progresses.txt,deep
data/Facebook newsroom/Hard Questions.txt,deeper
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,deeply
data/Facebook newsroom/Testing New Tools and Experiences for Creators.txt,deeply
data/Facebook newsroom/Hard Questions.txt,default
data/Facebook newsroom/You’re in Charge.txt,default
data/Facebook newsroom/Hard Questions.txt,defend
data/Facebook newsroom/Hard Questions.txt,defend
